Date,Balance,Avg Rate (for Balance)
2012-04-02,253035767.0,1.69
2012-04-03,251934752.5,1.71
2012-04-04,253422775.8,1.71
2012-04-05,253571374.5,1.71
2012-04-06,249734873.7,1.74
2012-04-07,249949700.8,1.75
2012-04-08,251055057.4,1.74
2012-04-09,246596257.6,1.77
2012-04-10,250313340.8,1.75
2012-04-11,255263634.5,1.73
2012-04-12,252248913.1,1.76
2012-04-13,254398558.6,1.76
2012-04-14,257804446.1,1.74
2012-04-15,261019705.6,1.72
2012-04-16,262462981.6,1.71
2012-04-17,263505330.6,1.71
2012-04-18,261632544.3,1.73
2012-04-19,261674770.5,1.74
2012-04-20,258886645.8,1.76
2012-04-21,260238874.2,1.76
2012-04-22,262591573.1,1.74
2012-04-23,262264405.3,1.76
2012-04-24,259900533.7,1.78
2012-04-25,280121449.1,1.68
2012-04-26,265202049.0,1.77
2012-04-27,261498878.1,1.8
2012-04-28,262290303.7,1.8
2012-04-29,264535910.6,1.78
2012-04-30,264788650.4,1.79
2012-05-01,264495435.9,1.79
2012-05-02,261454640.0,1.81
2012-05-03,261854707.2,1.81
2012-05-04,259747581.2,1.84
2012-05-05,260059725.5,1.83
2012-05-06,261182615.6,1.82
2012-05-07,262702543.9,1.82
2012-05-08,269174601.1,1.79
2012-05-09,266725142.3,1.81
2012-05-10,267503702.6,1.8
2012-05-11,265936750.6,1.82
2012-05-12,266375856.5,1.82
2012-05-13,267323776.8,1.81
2012-05-14,266611166.5,1.83
2012-05-15,266479350.5,1.83
2012-05-16,266325662.5,1.83
2012-05-17,263802125.8,1.85
2012-05-18,265189739.9,1.85
2012-05-19,266983421.4,1.83
2012-05-20,268430345.2,1.83
2012-05-21,267012759.1,1.85
2012-05-22,264745097.6,1.87
2012-05-23,265202766.7,1.87
2012-05-24,266733847.1,1.86
2012-05-25,266042862.5,1.87
2012-05-26,266516790.4,1.86
2012-05-27,269080443.3,1.85
2012-05-28,265466862.5,1.88
2012-05-29,267986209.9,1.87
2012-05-30,277582050.9,1.82
2012-05-31,271511236.6,1.85
2012-06-01,264553011.6,1.9
2012-06-02,267410981.9,1.88
2012-06-03,271675870.1,1.85
2012-06-04,273357024.6,1.84
2012-06-05,270692361.2,1.87
2012-06-06,273154554.4,1.86
2012-06-07,273492295.7,1.86
2012-06-08,279692456.2,1.87
2012-06-09,279955918.4,1.86
2012-06-10,281727561.0,1.85
2012-06-11,281659590.0,1.86
2012-06-12,280432088.2,1.87
2012-06-13,283482752.5,1.86
2012-06-14,281991524.7,1.87
2012-06-15,281216932.8,1.87
2012-06-16,284166376.5,1.86
2012-06-17,288230448.6,1.83
2012-06-18,286323928.8,1.86
2012-06-19,285389698.5,1.86
2012-06-20,281844929.2,1.88
2012-06-21,280893274.5,1.89
2012-06-22,282335146.0,1.85
2012-06-23,282635849.2,1.86
2012-06-24,284245655.8,1.85
2012-06-25,281416905.2,1.87
2012-06-26,282907536.4,1.86
2012-06-27,281447137.3,1.86
2012-06-28,283530323.5,1.87
2012-06-29,279666804.4,1.88
2012-06-30,281638627.0,1.87
2012-07-01,284935013.4,1.47
2012-07-02,279292860.3,1.49
2012-07-03,282109636.2,1.46
2012-07-04,278111444.4,1.48
2012-07-05,281168478.3,1.47
2012-07-06,281415200.2,1.46
2012-07-07,281709900.9,1.46
2012-07-08,282361385.4,1.46
2012-07-09,281754223.5,1.46
2012-07-10,280912020.4,1.46
2012-07-11,281391048.5,1.45
2012-07-12,278094737.8,1.47
2012-07-13,277292450.9,1.47
2012-07-14,277680219.5,1.47
2012-07-15,278853887.8,1.47
2012-07-16,277534268.0,1.47
2012-07-17,275845119.2,1.47
2012-07-18,276960098.7,1.47
2012-07-19,276519124.2,1.47
2012-07-20,277384975.7,1.46
2012-07-21,278224060.0,1.46
2012-07-22,280572797.6,1.44
2012-07-23,284074166.2,1.43
2012-07-24,278676507.9,1.45
2012-07-25,279416512.3,1.44
2012-07-26,277163750.8,1.45
2012-07-27,279891977.6,1.45
2012-07-28,281458226.2,1.44
2012-07-29,282586029.2,1.43
2012-07-30,275833406.7,1.46
2012-07-31,279839673.9,1.44
2012-08-01,269277966.3,1.49
2012-08-02,268469622.4,1.49
2012-08-03,269190916.4,1.48
2012-08-04,269890749.3,1.47
2012-08-05,272870663.0,1.46
2012-08-06,272893732.7,1.42
2012-08-07,271844721.1,1.43
2012-08-08,271840774.8,1.43
2012-08-09,271189068.8,1.43
2012-08-10,273484667.9,1.42
2012-08-11,273788591.3,1.42
2012-08-12,274719149.4,1.41
2012-08-13,276079811.9,1.41
2012-08-14,269424838.5,1.44
2012-08-15,272927566.4,1.42
2012-08-16,274563272.4,1.41
2012-08-17,275700357.7,1.41
2012-08-18,276389484.0,1.4
2012-08-19,278118708.4,1.4
2012-08-20,278508961.9,1.39
2012-08-21,274877107.3,1.41
2012-08-22,277579137.9,1.4
2012-08-23,272478099.1,1.41
2012-08-24,270335213.6,1.42
2012-08-25,271683673.2,1.42
2012-08-26,273429030.6,1.4
2012-08-27,272259681.1,1.42
2012-08-28,271853941.6,1.41
2012-08-29,273774958.1,1.41
2012-08-30,274388428.2,1.41
2012-08-31,280936515.3,1.37
2012-09-01,282041820.0,1.36
2012-09-02,282717439.4,1.36
2012-09-03,273832207.9,1.41
2012-09-04,271653592.8,1.42
2012-09-05,271936511.9,1.41
2012-09-06,271106280.7,1.42
2012-09-07,271521280.4,1.41
2012-09-08,271945875.5,1.41
2012-09-09,274788747.1,1.4
2012-09-10,273796065.2,1.4
2012-09-11,270272850.4,1.42
2012-09-12,270331703.7,1.41
2012-09-13,271683908.9,1.4
2012-09-14,268500780.5,1.42
2012-09-15,268812530.6,1.42
2012-09-16,270780286.1,1.41
2012-09-17,270712575.6,1.41
2012-09-18,277554835.5,1.38
2012-09-19,275057457.9,1.4
2012-09-20,273570831.9,1.4
2012-09-21,275320914.2,1.39
2012-09-22,276610475.7,1.39
2012-09-23,278218434.7,1.38
2012-09-24,277004276.2,1.38
2012-09-25,275926060.7,1.39
2012-09-26,276769709.3,1.39
2012-09-27,276285983.9,1.39
2012-09-28,276054887.0,1.39
2012-09-29,276857035.3,1.38
2012-09-30,280304088.4,1.37
2012-10-01,270718208.6,1.29
2012-10-02,273592301.1,1.28
2012-10-03,276213221.5,1.27
2012-10-04,274032741.4,1.28
2012-10-05,271765063.7,1.28
2012-10-06,274630963.2,1.27
2012-10-07,276153199.7,1.26
2012-10-08,273011496.1,1.28
2012-10-09,273020496.1,1.28
2012-10-10,270462564.8,1.29
2012-10-11,270419616.5,1.29
2012-10-12,275989571.9,1.27
2012-10-13,277790709.4,1.26
2012-10-14,278212467.2,1.26
2012-10-15,278296640.4,1.26
2012-10-16,276509566.4,1.26
2012-10-17,271358901.4,1.28
2012-10-18,272021749.9,1.28
2012-10-19,273378882.2,1.28
2012-10-20,273759363.4,1.28
2012-10-21,279208229.1,1.25
2012-10-22,282561260.3,1.25
2012-10-23,281931877.7,1.25
2012-10-24,282938210.3,1.25
2012-10-25,281969769.6,1.25
2012-10-26,279995412.6,1.26
2012-10-27,281387926.1,1.25
2012-10-28,282874887.4,1.25
2012-10-29,284321341.4,1.25
2012-10-30,283884162.0,1.25
2012-10-31,284830709.6,1.24
2012-11-01,283577267.3,1.25
2012-11-02,278972016.0,1.26
2012-11-03,279144082.1,1.26
2012-11-04,281759621.2,1.25
